time,agent0,agent1,agent2,agent3,agent4,agent5,agent6,agent7
0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
1.902551299728437,0.0,0.0,0.0,0.0,1000.0,0.03994161794962708,0.039948348016096605,0.03996269890719087
3.4846277275411786,0.0,0.0,0.0,0.0,1000.0,0.039940098789575496,0.03994690479778062,0.03996101574608364
3.4846277275411786,0.0,0.0,0.0,0.0,1000.0,0.03993922981282826,0.03994607924673966,0.03996004451817004
4.0253176196270735,0.0,0.0,0.0,0.0,1000.0,0.039939592920694975,0.03994642624642068,0.03996044504405152
4.245692842304722,0.0,0.0,0.0,0.0,1000.0,0.039939300780968495,0.03994615038091468,0.0399601151716323
4.866487662394963,0.0,0.0,0.0,0.0,1000.0,0.03993984028811136,0.03994666171008616,0.0399607170115278
5.126810365771503,0.0,0.0,0.0,0.0,1000.0,0.03993918976668411,0.03994604114574592,0.0399599996093868
5.30705892014207,0.0,0.0,0.0,0.0,1000.0,0.03994208212642506,0.03994877075718054,0.03996325067693807
5.30705892014207,0.0,0.0,0.0,0.0,1000.0,0.0399392165811469,0.039946067728571344,0.03996002719338206
5.387141710368497,0.0,0.0,0.0,0.0,1000.0,0.039940036910457444,0.03994684845656384,0.03996093312848145
5.647486754502432,0.0,0.0,0.0,0.0,1000.0,0.03994310705518844,0.03994972956871671,0.0399644154749954
5.647486754502432,0.0,0.0,0.0,0.0,1000.0,0.0399392060350531,0.0399460585827154,0.03996001336454161
6.368439423960763,0.0,0.0,0.0,0.0,1000.0,0.03993931587332424,0.03994616592664085,0.03996012925680299
6.40849507104862,0.0,0.0,0.0,0.0,1000.0,0.0399411676150613,0.03994791237214695,0.03996221721838992
6.40849507104862,0.0,0.0,0.0,0.0,1000.0,0.03993922386144384,0.03994607405330421,0.03996003675426606
6.768956627825,0.0,0.0,0.0,0.0,1000.0,0.0399394369797966,0.03994627745992263,0.03996027341274506
6.8090608062023925,0.0,0.0,0.0,0.0,1000.0,0.039940028062193954,0.03994684098891788,0.039960930100907004
7.0493766745091895,0.0,0.0,0.0,0.0,1000.0,0.039940201927172916,0.03994700627857852,0.03996112312922075
7.409924481923966,0.0,0.0,0.0,0.0,1000.0,0.03994070045211261,0.03994747269712402,0.03996169115848727
7.409924481923966,0.0,0.0,0.0,0.0,1000.0,0.03993922702900055,0.0399460768188015,0.03996004085889602
7.490059787455971,0.0,0.0,0.0,0.0,1000.0,0.039939305936805065,0.039946155653181936,0.03996012006130187
7.590080929234462,0.0,0.0,0.0,0.0,1000.0,0.03993930819128733,0.03994615796703007,0.039960122182722733
7.890469058086349,0.0,0.0,0.0,0.0,1000.0,0.03993919747753369,0.03994604838093355,0.039960008443018426
8.25100128175502,0.0,0.0,0.0,0.0,1000.0,0.0399393244849253,0.03994617475502448,0.03996013736522053
8.631573681818564,0.0,0.0,0.0,0.0,1000.0,0.03994010229450965,0.039946910480718884,0.03996100500640282
8.711597138891653,0.0,0.0,0.0,0.0,1000.0,0.0399391726638957,0.039946025156602144,0.039959979936801046
8.871736361266851,0.0,0.0,0.0,0.0,1000.0,0.03994036909419838,0.039947163189378326,0.039961298466556626
8.911946967854503,0.0,0.0,0.0,0.0,1000.0,0.03994044893093236,0.03994723869190853,0.03996138635294308
9.092138782146984,0.0,0.0,0.0,0.0,1000.0,0.03993910349193168,0.03994596122471355,0.03995989934018953
9.132117460627374,0.0,0.0,0.0,0.0,1000.0,0.039945964049084626,0.0399524300045421,0.03996760679980599
9.152216670986771,0.0,0.0,0.0,0.0,1000.0,0.03993936634169485,0.03994622167136528,0.039960168440094625
9.352443433982396,0.0,0.0,0.0,0.0,1000.0,0.039942417558249545,0.03994910264937746,0.039963593198226066
9.392446582039584,0.0,0.0,0.0,0.0,1000.0,0.0399393310710335,0.03994618180089408,0.03996014296322263
9.47262950185432,0.0,0.0,0.0,0.0,1000.0,0.039939320523533224,0.039946170747405786,0.039960133529930705
9.512712568443387,0.0,0.0,0.0,0.0,1000.0,0.03994123088618413,0.03994798189438778,0.03996226748843481
9.873066801373843,0.0,0.0,0.0,0.0,1000.0,0.039939272591384,0.03994612186437864,0.039960087723878074
10.01328524268708,0.0,0.0,0.0,0.0,1000.0,0.039940168591762214,0.0399469746025618,0.03996108610212168
10.153496328680461,0.0,0.0,0.0,0.0,1000.0,0.0399403195083087,0.03994711336553021,0.03996126326812118
10.153496328680461,0.0,0.0,0.0,0.0,1000.0,0.039939228934464666,0.03994607848054574,0.03996004336117104
10.173522425814147,0.0,0.0,0.0,0.0,1000.0,0.03993921447011128,0.03994606443565479,0.0399600277262992
10.2135365020349,0.0,0.0,0.0,0.0,1000.0,0.039940197564137726,0.0399469981740488,0.03996112647471843
10.2135365020349,0.0,0.0,0.0,0.0,1000.0,0.039939229487249275,0.039946078963803734,0.03996004408523979
10.39375150540656,0.0,0.0,0.0,0.0,1000.0,0.03993962617069468,0.039946457933417334,0.03996048161539863
10.634127091476312,0.0,0.0,0.0,0.0,1000.0,0.03994077869167279,0.03994755365558754,0.03996176404201283
