Time,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7
0.0,0.0,0.0,0.0,0.0,55.42615079903279,0.0,0.0,0.0
0.04004004004004004,0.07515541841613019,0.07515541841613019,0.07515541841613019,0.07515541841613019,55.4603930905777,0.07878400404079484,0.07878400404079484,0.07878400404079484
0.08008008008008008,0.12747168604615178,0.12747168604615178,0.12747168604615178,0.12747168604615178,55.4825936803937,0.15103253913016007,0.15103253913016007,0.15103253913016007
0.12012012012012012,0.16379750326536258,0.16379750326536258,0.16379750326536258,0.16379750326536258,55.496425292250905,0.21337093735728963,0.21337093735728963,0.21337093735728963
0.16016016016016016,0.18893950452727656,0.18893950452727656,0.18893950452727656,0.18893950452727656,55.50429653350283,0.26492675592556525,0.26492675592556525,0.26492675592556525
0.20020020020020018,0.20627285768795714,0.20627285768795714,0.20627285768795714,0.20627285768795714,55.507776417260516,0.30626084504109724,0.30626084504109724,0.30626084504109724
0.24024024024024024,0.21816748098391994,0.21816748098391994,0.21816748098391994,0.21816748098391994,55.50788004912129,0.3386128773277648,0.3386128773277648,0.3386128773277648
0.2802802802802803,0.22628623933955644,0.22628623933955644,0.22628623933955644,0.22628623933955644,55.50525978898204,0.36344462806636224,0.36344462806636224,0.36344462806636224
0.3203203203203203,0.23179404592267533,0.23179404592267533,0.23179404592267533,0.23179404592267533,55.500332353126375,0.382190099098624,0.382190099098624,0.382190099098624
0.36036036036036034,0.23550501171543356,0.23550501171543356,0.23550501171543356,0.23550501171543356,55.49336292730023,0.39613453846528107,0.39613453846528107,0.39613453846528107
0.40040040040040037,0.23798618433120503,0.23798618433120503,0.23798618433120503,0.23798618433120503,55.484520395561866,0.4063689060517115,0.4063689060517115,0.4063689060517115
0.44044044044044045,0.23963087395703497,0.23963087395703497,0.23963087395703497,0.23963087395703497,55.47391341189537,0.41378557007554745,0.41378557007554745,0.41378557007554745
0.4804804804804805,0.24071053364446904,0.24071053364446904,0.24071053364446904,0.24071053364446904,55.46161377536915,0.4190946660704428,0.4190946660704428,0.4190946660704428
0.5205205205205206,0.24141145447684603,0.24141145447684603,0.24141145447684603,0.24141145447684603,55.4476714642978,0.4228491221936823,0.4228491221936823,0.4228491221936823
0.5605605605605606,0.24186066389858116,0.24186066389858116,0.24186066389858116,0.24186066389858116,55.4321241646362,0.425471654377906,0.425471654377906,0.425471654377906
0.6006006006006006,0.24214417760577153,0.24214417760577153,0.24214417760577153,0.24214417760577153,55.41500329845352,0.427280308954691,0.427280308954691,0.42728030895469105
0.6406406406406406,0.24231978658631806,0.24231978658631806,0.24231978658631806,0.24231978658631806,55.396337705686044,0.42851092380389094,0.42851092380389094,0.42851092380389094
0.6806806806806807,0.24242599897459358,0.24242599897459358,0.24242599897459358,0.24242599897459358,55.37615593977817,0.42933605236974665,0.42933605236974665,0.42933605236974665
0.7207207207207207,0.24248822491315938,0.24248822491315938,0.24248822491315938,0.24248822491315938,55.35448753620066,0.42988029930023236,0.42988029930023236,0.42988029930023236
0.7607607607607607,0.24252306456953754,0.24252306456953754,0.24252306456953754,0.24252306456953754,55.33136381823481,0.4302325539516535,0.4302325539516535,0.4302325539516535
0.8008008008008007,0.24254122827144808,0.24254122827144808,0.24254122827144808,0.24254122827144808,55.3068182481134,0.4304554201061798,0.4304554201061798,0.4304554201061798
0.8408408408408409,0.24254952998988416,0.24254952998988416,0.24254952998988416,0.24254952998988416,55.28088661431305,0.43059244172648364,0.43059244172648364,0.43059244172648364
0.8808808808808809,0.24255223680868135,0.24255223680868135,0.24255223680868135,0.24255223680868135,55.25360710399483,0.4306735256840372,0.4306735256840372,0.4306735256840372
0.9209209209209209,0.2425519592540881,0.2425519592540881,0.2425519592540881,0.2425519592540881,55.225020238148204,0.430718905952713,0.430718905952713,0.430718905952713
0.960960960960961,0.24255025632395405,0.24255025632395405,0.24255025632395405,0.24255025632395405,55.19516885017322,0.43074209028265337,0.43074209028265337,0.4307420902826535
1.001001001001001,0.24254802415058058,0.24254802415058058,0.24254802415058058,0.24254802415058058,55.164097985221,0.4307519355854869,0.4307519355854869,0.43075193558548697
1.0410410410410411,0.24254574696675218,0.24254574696675218,0.24254574696675218,0.24254574696675218,55.131854800523826,0.4307541288224932,0.4307541288224932,0.4307541288224932
1.0810810810810811,0.24254366815216694,0.24254366815216694,0.24254366815216694,0.24254366815216694,55.09848849799854,0.430752255369476,0.430752255369476,0.4307522553694761
1.1211211211211212,0.24254188452896755,0.24254188452896755,0.24254188452896755,0.24254188452896755,55.0640501993604,0.4307484863816752,0.4307484863816752,0.4307484863816753
1.1611611611611612,0.24254041536685275,0.24254041536685275,0.24254041536685275,0.24254041536685275,55.02859287209629,0.43074409670583763,0.43074409670583763,0.43074409670583774
1.2012012012012012,0.2425392415879827,0.2425392415879827,0.2425392415879827,0.2425392415879827,54.99217123386026,0.43073979105214427,0.43073979105214427,0.4307397910521442
1.2412412412412412,0.24253832237054165,0.24253832237054165,0.24253832237054165,0.24253832237054165,54.954841649806724,0.43073590776483095,0.43073590776483095,0.430735907764831
1.2812812812812813,0.24253761692310055,0.24253761692310055,0.24253761692310055,0.24253761692310055,54.91666205832413,0.4307325933006019,0.4307325933006019,0.4307325933006019
1.3213213213213213,0.2425370822475692,0.2425370822475692,0.2425370822475692,0.2425370822475692,54.8776918642187,0.43072985866921765,0.43072985866921765,0.43072985866921765
1.3613613613613613,0.24253668175696172,0.24253668175696172,0.24253668175696172,0.24253668175696172,54.8379918563627,0.43072766282570635,0.43072766282570635,0.4307276628257063
1.4014014014014013,0.24253638623576076,0.24253638623576076,0.24253638623576076,0.24253638623576076,54.79762411220369,0.43072593932890285,0.43072593932890285,0.4307259393289027
1.4414414414414414,0.2425361683807841,0.2425361683807841,0.2425361683807841,0.2425361683807841,54.75665190270777,0.4307246023884492,0.4307246023884492,0.43072460238844906
1.4814814814814814,0.2425360108929057,0.2425360108929057,0.2425360108929057,0.2425360108929057,54.71513959794645,0.43072358705644564,0.43072358705644564,0.4307235870564456
1.5215215215215214,0.2425358969624475,0.2425358969624475,0.2425358969624475,0.2425358969624475,54.6731525712482,0.43072282006686224,0.43072282006686224,0.43072282006686224
1.5615615615615615,0.24253581495754042,0.24253581495754042,0.24253581495754042,0.24253581495754042,54.63075709828145,0.43072224775106455,0.43072224775106455,0.43072224775106455
1.6016016016016015,0.24253575756283416,0.24253575756283416,0.24253575756283416,0.24253575756283416,54.58802025584489,0.43072182810845244,0.43072182810845244,0.43072182810845244
1.6416416416416417,0.24253571589452433,0.24253571589452433,0.24253571589452433,0.24253571589452433,54.54500982638947,0.4307215167679536,0.4307215167679536,0.4307215167679536
1.6816816816816818,0.2425356875784944,0.2425356875784944,0.2425356875784944,0.2425356875784944,54.5017941798179,0.4307212947144983,0.4307212947144983,0.4307212947144983
1.7217217217217218,0.24253566751471034,0.24253566751471034,0.24253566751471034,0.24253566751471034,54.45844218530331,0.43072113257203726,0.43072113257203726,0.43072113257203726
1.7617617617617618,0.24253565316327064,0.24253565316327064,0.24253565316327064,0.24253565316327064,54.41502308998975,0.43072101579053906,0.43072101579053906,0.43072101579053906
