time,agent0,agent1,agent2,agent3,agent4,agent5,agent6,agent7
0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3.5278875085761863e-06,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
0.7610027923635058,0.0,0.0,0.0,0.0,1000.0,0.0399392107975958,0.039946060950105985,0.0399600235838686
1.381850570740563,0.0,0.0,0.0,0.0,1000.0,0.03994044999927693,0.0399472418773911,0.039961398662362466
1.9826592602531283,0.0,0.0,0.0,0.0,1000.0,0.039939210799025925,0.039946060951459125,0.03996002358548839
2.0827791433319134,0.0,0.0,0.0,0.0,1000.0,0.03993929632138183,0.0399461458658498,0.03996011083815968
2.2830207481841245,0.0,0.0,0.0,0.0,1000.0,0.03994050404939516,0.03994728752759882,0.03996147045201201
2.2830207481841245,0.0,0.0,0.0,0.0,1000.0,0.03993922804431817,0.03994607770330034,0.03996004219693046
2.603493195510057,0.0,0.0,0.0,0.0,1000.0,0.03994044984236912,0.03994724172845714,0.039961398488024935
3.304444264262399,0.0,0.0,0.0,0.0,1000.0,0.0399392963132513,0.03994614585755956,0.039960110830385635
3.5046782958034415,0.0,0.0,0.0,0.0,1000.0,0.03994050395035961,0.039947287434184436,0.03996147034076672
3.5046782958034415,0.0,0.0,0.0,0.0,1000.0,0.03993922804483579,0.03994607770375227,0.03996004219760542
3.704918019890447,0.0,0.0,0.0,0.0,1000.0,0.039939593262980966,0.03994642657369103,0.039960445421041525
3.82514471219964,0.0,0.0,0.0,0.0,1000.0,0.03994044977151424,0.03994724166120231,0.03996139840929724
4.926580241446513,0.0,0.0,0.0,0.0,1000.0,0.03993959321092663,0.03994642652407587,0.03996044536378359
5.427178146558703,0.0,0.0,0.0,0.0,1000.0,0.039939210797752124,0.03994606095025377,0.03996002358404544
6.048023548634443,0.0,0.0,0.0,0.0,1000.0,0.03994044996249673,0.03994724184247987,0.0399613986214959
6.148252876262932,0.0,0.0,0.0,0.0,1000.0,0.039939593353452055,0.03994642665992327,0.03996044552055876
6.648835660938434,0.0,0.0,0.0,0.0,1000.0,0.039939210799341776,0.039946060951757824,0.039960023585846334
6.748955169169235,0.0,0.0,0.0,0.0,1000.0,0.03993929632101297,0.03994614586547477,0.03996011083780512
6.949196254951498,0.0,0.0,0.0,0.0,1000.0,0.03994050403971108,0.039947287518464956,0.039961470441133545
6.949196254951498,0.0,0.0,0.0,0.0,1000.0,0.039939228044368495,0.03994607770334416,0.03996004219699609
7.26966793893924,0.0,0.0,0.0,0.0,1000.0,0.03994044983149758,0.039947241718137814,0.0399613984759471
7.369893035448138,0.0,0.0,0.0,0.0,1000.0,0.03993959329464562,0.03994642660387238,0.03996044545587281
7.870530957743813,0.0,0.0,0.0,0.0,1000.0,0.03993921079046267,0.039946060943417,0.03996002357565616
7.970625066889055,0.0,0.0,0.0,0.0,1000.0,0.03993929630514121,0.03994614584921112,0.0399601108227302
8.170854980834493,0.0,0.0,0.0,0.0,1000.0,0.039940503924672785,0.03994728740995513,0.03996147031191199
8.170854980834493,0.0,0.0,0.0,0.0,1000.0,0.03993922804497219,0.039946077703871416,0.039960042197782736
8.371093927035929,0.0,0.0,0.0,0.0,1000.0,0.039939593259843885,0.039946426570700744,0.039960445417590175
8.491320317470075,0.0,0.0,0.0,0.0,1000.0,0.03994044976239299,0.03994724165254474,0.039961398399158764
8.591543575518855,0.0,0.0,0.0,0.0,1000.0,0.039939593273097596,0.03994642658333318,0.039960445432169235
9.092157783176923,0.0,0.0,0.0,0.0,1000.0,0.039939210795416444,0.03994606094804222,0.03996002358140224
9.19228317901086,0.0,0.0,0.0,0.0,1000.0,0.03993929632850272,0.03994614587308349,0.039960110845023655
9.3925418158839,0.0,0.0,0.0,0.0,1000.0,0.03994050460369978,0.039947288050458094,0.03996147107463107
9.3925418158839,0.0,0.0,0.0,0.0,1000.0,0.039939228041515826,0.039946077700855356,0.03996004219325908
9.492559307742981,0.0,0.0,0.0,0.0,1000.0,0.03994044853919134,0.03994724049143898,0.0399613970402312
9.59275872327066,0.0,0.0,0.0,0.0,1000.0,0.039939593180792723,0.03994642649535001,0.039960445330637834
